CH,ZDZ,Einsiedeln Railway Station,Einsiedeln,
CH,ZHB,Engelberg Railway Station,Engelberg,
CH,ZHD,Fluelen Railway Station,Fluelen,
CH,ZHE,Frauenfeld Railway Station,Frauenfeld,
CH,ZHF,Fribourg Railway Station,Fribourg,
CH,ZHG,Glarus Railway Station,Glarus,
CH,ZHH,Gossau SG Railway Station,Gossau SG,
CH,ZHI,Grenchen Grenchen Sued Railway Stn,Grenchen,
CH,ZHJ,Grindelwald Railway Station,Grindelwald,
CH,ZHK,Gstaad Railway Station,Gstaad,
CH,ZHL,Heerbrugg Railway Station,Heerbrugg,
CH,ZHN,Herzogenbuchsee Railway Station,Herzogenbuchsee,
CH,ZHR,Kandersteg Railway Station,Kandersteg,
CH,ZHS,Klosters Railway Station,Klosters,
CH,ZHT,Geneva Railway Station,Geneva,
CH,ZHU,Kreuzlingen Railway Station,Kreuzlingen,
CH,ZHV,La Chaux-de-Fonds Railway Station,La Chaux-de-Fonds,
CH,ZHW,Langenthal Railway Station,Langenthal,
CH,ZIN,Interlaken Interlaken Ost Railway Stn,Interlaken,
CH,ZJA,Le Locle Railway Station,Le Locle,
CH,ZJC,Lenzburg Railway Station,Lenzburg,
CH,ZJD,Lenzerheide/Lai Bus Station,Lenzerheide/Lai,
CH,ZJI,Locarno Railway Station,Locarno,
CH,ZJL,Lyss Railway Station,Lyss,
CH,ZJM,Martigny Railway Station,Martigny,
CH,ZJP,Montreux Railway Station,Montreux,
CH,ZJQ,Morges Railway Station,Morges,
CH,ZJU,Olten Railway Station,Olten,
CH,ZJV,Pontresina Railway Station,Pontresina,
CH,ZJW,Rapperswil Railway Station,Rapperswil,
CH,ZJZ,Rorschach Railway Station,Rorschach,
CH,ZKA,Sargans Railway Station,Sargans,
CH,ZKC,Sarnen Railway Station,Sarnen,
CH,ZKF,St Margrethen Railway Station,St Margrethen,
CH,ZKH,St Moritz Railway Station,St Moritz,
CH,ZKI,Saas-Fee Bus Station,Saas-Fee,
CH,ZKJ,Schaffhausen Railway Station,Schaffhausen,
CH,ZKK,Schwyz Railway Station,Schwyz,
CH,ZKO,Sierre/Siders Railway Station,Sierre/Siders,
CH,ZKS,Solothurn Railway Station,Solothurn,
CH,ZKU,Sursee Railway Station,Sursee,
CH,ZKV,Thalwil Railway Station,Thalwil,
CH,ZKW,Wetzikon Railway Station,Wetzikon,
CH,ZKX,Uzwil Railway Station,Uzwil,
CH,ZKY,Verbier Bus Station,Verbier,
CH,ZKZ,Vevey Railway Station,Vevey,
CH,ZLA,Villars-sur-Ollon Railway Station,Villars-sur-Ollon,
CH,ZLB,Visp Railway Station,Visp,
CH,ZLC,Waedenswil Railway Station,Waedenswil,
CH,ZLD,Weinfelden Railway Station,Weinfelden,
CH,ZLE,Wengen Railway Station,Wengen,
CH,ZLF,Wettingen Railway Station,Wettingen,
CH,ZLH,Wil Railway Station,Wil,
CH,ZLI,Winterthur Railway Station,Winterthur,
CH,ZLJ,Yverdon-les-Bains Railway Station,Yverdon-les-Bains,
CH,ZLL,Zofingen Railway Station,Zofingen,
CH,ZLM,Zug Railway Station,Zug,
CH,ZLP,Zurich HB Railway Station,Zurich,
CH,ZLQ,Zurich Oerlikon Railway Stn,Zurich,
CH,ZRH,Zurich Zurich Airport Airport,Zurich,
CH,ZRN,Nyon Railway Station,Nyon,
CH,ZRQ,SBB Rail Zone 1 Off-line Point,SBB Rail,
CH,ZTK,Thun Railway Station,Thun,
CH,ZTQ,SBB Rail Zone 2 Off-line Point,SBB Rail,
CI,ABJ,Abidjan Felix Houphouet-Boigny Airport,Abidjan,
CI,ABO,Aboisso Airport,Aboisso,
CI,ASK,Yamoussoukro Airport,Yamoussoukro,
CI,BBV,Grand Bereby Nero-Mer Airport,Grand Bereby,
CI,BDK,Bondoukou Soko Airport,Bondoukou,
CI,BQO,Bouna Tehini Airport,Bouna,
CI,BXI,Boundiali Airport,Boundiali,
CI,BYK,Bouake Airport,Bouake,
CI,DIM,Dimbokro Ville Airport,Dimbokro,
CI,DIV,Divo Airport,Divo,
CI,DJO,Daloa Airport,Daloa,
CI,FEK,Ferkessedougou Airport,Ferkessedougou,
CI,GGN,Gagnoa Airport,Gagnoa,
CI,GGO,Guiglo Airport,Guiglo,
CI,HGO,Korhogo Airport,Korhogo,
CI,KEO,Odienne Airport,Odienne,
CI,KTC,Katiola Airport,Katiola,
CI,MJC,Man Airport,Man,
CI,OFI,Ouango Fitini Airport,Ouango Fitini,
CI,OGO,Abengourou Airport,Abengourou,
CI,SEO,Seguela Airport,Seguela,
CI,SPY,San-Pedro Airport,San-Pedro,
CI,TOZ,Touba Mahana Airport,Touba,
CI,TXU,Tabou Airport,Tabou,
CI,ZSS,Sassandra Airport,Sassandra,
CK,AIT,Aitutaki Island Airport,Aitutaki Island,
CK,AIU,Atiu Island Airport,Atiu Island,
CK,MGS,Mangaia Island Auau Airport,Mangaia Island,
CK,MHX,Manihiki Atoll Airport,Manihiki Atoll,
CK,MOI,Mitiaro Island Nukuroa Airport,Mitiaro Island,
CK,MUK,Mauke Island Airport,Mauke Island,
CK,PYE,Penrhyn Atoll Airport,Penrhyn Atoll,
CK,PZK,Pukapuka Island Airport,Pukapuka Island,
CK,RAR,Rarotonga Island Airport,Rarotonga Island,
CL,ANF,Antofagasta Cerro Moreno Airport,Antofagasta,
CL,ARI,Arica Chacalluta Airport,Arica,
CL,BBA,Balmaceda Airport,Balmaceda,
CL,CCH,Chile Chico Airport,Chile Chico,
CL,CCP,Concepcion Carriel Sur Airport,Concepcion,
CL,CJC,Calama El Loa Airport,Calama,
CL,CNR,Chanaral Airport,Chanaral,
CL,COW,Coquimbo Tambillos Airport,Coquimbo,
CL,CPO,Copiapo Desierto de Atacama Airport,Copiapo,
CL,CPP,Coposa Airport,Pica,
CL,DPB,Pampa Guanaco Airport,Cameron,
CL,ESR,El Salvador Ricardo Garcia Posada Apt,El Salvador,
CL,FFU,Futaleufu Airport,Futaleufu,
CL,FRT,Frutillar Airport,Frutillar,
CL,GXQ,Coyhaique Teniente Vidal Airport,Coyhaique,
CL,IPC,Easter Island Mataveri Intl Airport,Easter Island,
CL,IQQ,Iquique Diego Aracena Airport,Iquique,
CL,KNA,Vina del Mar Airport,Vina del Mar,
CL,LGR,Cochrane Airport,Cochrane,
CL,LOB,Los Andes San Rafael Airport,Los Andes,
CL,LSC,La Serena La Florida Airport,La Serena,
CL,LSQ,Los Angeles Maria Dolores Airport,Los Angeles,
CL,MHC,Castro Mocopulli Airport,Castro,
CL,OVL,Ovalle El Tuqui Airport,Ovalle,
CL,PMC,Puerto Montt El Tepual Airport,Puerto Montt,
CL,PNT,Puerto Natales Teniente J. Gallardo Apt,Puerto Natales,
CL,PUQ,Punta Arenas C.Ibanez del Campo Airport,Punta Arenas,
CL,PUX,Puerto Varas El Mirador Airport,Puerto Varas,
CL,PZS,Temuco Maquehue Airport,Temuco,
CL,QOV,Comuna Providencia Off-line Point,Comuna Providencia,
CL,QRC,Rancagua Off-line Point,Rancagua,
CL,QTN,San Antonio Off-line Point,San Antonio,
CL,QUI,Chuquicamata Off-line Point,Chuquicamata,
CL,SCL,Santiago Arturo Merino Benitez Airport,Santiago,
CL,SMB,Cerro Sombrero Franco Bianco Airport,Cerro Sombrero,
CL,TLX,Talca Panguilemo Airport,Talca,
CL,TOQ,Tocopilla Barriles Airport,Tocopilla,
CL,TTC,Taltal Las Breas Airport,Taltal,
CL,VAP,Valparaiso Rodelillo Airport,Valparaiso,
CL,VLR,Vallenar Airport,Vallenar,
CL,WAP,Alto Palena Airport,Alto Palena,
CL,WCA,Castro Gamboa Airport,Castro,
CL,WCH,Chaiten Airport,Chaiten,
CL,WPA,Puerto Aisen Cabo Juan Roman Airport,Puerto Aisen,
CL,WPR,Porvenir Captain F. Martinez Airport,Porvenir,
CL,WPU,Guardiamarina Zanartu Airport,Puerto Williams,
CL,YAI,Chillan General B. O'Higgins Airport,Chillan,
CL,ZAL,Valdivia Pichoy Airport,Valdivia,
CL,ZCO,Temuco La Araucania Airport,Temuco,
CL,ZCQ,Curico Off-line Point,Curico,
CL,ZIC,Victoria Airport,Victoria,
CL,ZLR,Linares Off-line Point,Linares,
CL,ZOS,Osorno Canal Bajo Airport,Osorno,
CL,ZPC,Pucon Airport,Pucon,
CL,ZUD,Ancud Pupelde Airport,Ancud,
CL,ZVC,Villarrica Bus Station,Villarrica,
CM,BFX,Bafoussam Airport,Bafoussam,
CM,BLC,Bali Airport,Bali,
CM,BPC,Bamenda Airport,Bamenda,
CM,BTA,Bertoua Airport,Bertoua,
CM,DLA,Douala International Airport,Douala,
CM,DSC,Dschang Airport,Dschang,
CM,EBW,Ebolowa Airport,Ebolowa,
CM,FOM,Foumban Nkounja Airport,Foumban,
CM,GOU,Garoua International Airport,Garoua,
CM,GXX,Yagoua Airport,Yagoua,
CM,KBI,Kribi Airport,Kribi,
CM,KLE,Kaele Airport,Kaele,
CM,MMF,Mamfe Airport,Mamfe,
CM,MVR,Maroua Salak Airport,Maroua,
CM,NGE,Ngaoundere Airport,Ngaoundere,
CM,NKS,Nkongsamba Airport,Nkongsamba,
CM,NSI,Yaounde Nsimalen Intl Airport,Yaounde,
CM,OUR,Batouri Airport,Batouri,
CM,TKC,Tiko Airport,Tiko,
CM,YAO,Yaounde Yaounde-Ville Apt Airport,Yaounde,
CN,AAT,Altay Airport,Altay,
CN,ACX,Xingyi Airport,Xingyi,
CN,AEB,Baise Youjiang Airport,Baise,
CN,AEQ,Ar Horqin Airport,Chifeng,
CN,AHJ,Aba/Hongyuan Airport,Aba/Hongyuan,
CN,AKA,Ankang Wulipu Airport,Ankang,
CN,AKU,Aksu Airport,Aksu,
CN,AOG,Anshan Teng'ao Airport,Anshan,
CN,AQG,Anqing Tianzhushan Airport,Anqing,
CN,AVA,Anshun Huangguoshu Airport,Anshun,
CN,AXF,Alxa Left Banner Airport,Alxa Left Banner,
CN,AYN,Anyang Airport,Anyang,
CN,BAR,Qionghai Bo'ao Airport,Qionghai,
CN,BAV,Baotou Erliban Airport,Baotou,
CN,BFJ,Bijie Airport,Bijie,
CN,BFU,Bengbu Airport,Bengbu,
CN,BHY,Beihai Fucheng Airport,Beihai,
CN,BJS,Beijing Metropolitan Area,Beijing,
CN,BKV,Bailing Airport,Damao Banner,
CN,BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao,
CN,BPL,Bole Alashankou Airport,Bole,
CN,BPO,Bo'ao Railway Station,Bo'ao,
CN,BPX,Qamdo/Changdu Bamda/Bangda Airport,Qamdo/Changdu,
CN,BSD,Baoshan Airport,Baoshan,
CN,BVN,Baoding MU Bus Station,Baoding,
CN,BVQ,Baoding Railway Station,Baoding,
CN,BZX,Bazhong Enyang Airport,Bazhong,
CN,CAN,Guangzhou Baiyun Intl Airport,Guangzhou,
CN,CDE,Chengde Puning Airport,Chengde,
CN,CGD,Changde Taohuayuan Airport,Changde,
CN,CGO,Zhengzhou Xinzheng Intl Airport,Zhengzhou,
CN,CGQ,Changchun Longjia Intl Airport,Changchun,
CN,CHG,Chaoyang Airport,Chaoyang,
CN,CIF,Chifeng Yulong Airport,Chifeng,
CN,CIH,Changzhi Wangcun Airport,Changzhi,
CN,CKG,Chongqing Jiangbei Intl Airport,Chongqing,
CN,CNI,Changhai Airport,Changhai,
CN,CQW,Wulong XiannUshan Airport,Wulong,
CN,CSX,Changsha Huanghua International Airport,Changsha,
CN,CTU,Chengdu Shuangliu Intl Airport,Chengdu,
CN,CWJ,Cangyuan Washan Airport,Cangyuan,
CN,CZX,Changzhou Benniu Airport,Changzhou,
CN,DAT,Datong Beijiazao Airport,Datong,
CN,DAX,Dazhou Heshi Airport,Dazhou,
CN,DBC,Baicheng Chang'an Airport,Baicheng,
CN,DBL,Dalian Dalianbei Railway Stn,Dalian,
CN,DCY,Daocheng Yading Airport,Daocheng,
CN,DDB,Dongguan CZ Bus Station,Dongguan,
CN,DDG,Dandong Langtou Airport,Dandong,
CN,DDV,Changsha Railway Station,Changsha,
CN,DEQ,Deqing Moganshan Airport,Huzhou,
CN,DEY,Deyang Bus Station,Deyang,
CN,DHU,Zhuzhou Railway Station,Zhuzhou,
CN,DIG,Deqen Shangri-La Airport,Deqen,
CN,DLC,Dalian Zhoushuizi Intl Airport,Dalian,
CN,DLU,Dali Airport,Dali,
CN,DNH,Dunhuang Airport,Dunhuang,
CN,DOY,Dongying Shengli Airport,Dongying,
CN,DQA,Daqing Sartu Airport,Daqing,
CN,DSN,Ordos Ejin Horo Airport,Ordos,
CN,DTU,Wudalianchi Dedu Airport,Wudalianchi,
CN,DWS,Morin Dawa Banner Airport,Hulunbuir,
CN,DYG,Zhangjiajie Hehua Airport,Zhangjiajie,
CN,DYN,Danyang Railway Station,Danyang,
CN,DZU,Dazu Airport,Dazu,
CN,EJJ,Jingzhou Railway Station,Jingzhou,
CN,EJN,Ejina Banner Taolai Airport,Ejina Banner,
CN,EJQ,Shiyan Railway Station,Shiyan,
CN,ENH,Enshi Xujiaping Airport,Enshi,
CN,ENY,Yan'an Ershilipu Airport,Yan'an,
CN,ERL,Erenhot Saiwusu Intl Airport,Erenhot,
CN,EWV,Enshi Railway Station,Enshi,
CN,FOC,Fuzhou Changle Intl Airport,Fuzhou,
CN,FSA,Foshan CZ Bus Station,Foshan,
CN,FUG,Fuyang Xiguan Airport,Fuyang,
CN,FUO,Foshan Shadi Airport,Foshan,
CN,FYG,Shenzhen Fuyong Ferry Port,Shenzhen,
CN,FYJ,Fuyuan Airport,Fuyuan,
CN,FYN,Fuyun Koktokay Airport,Fuyun,
CN,GHN,Guanghan Airport,Guanghan,
CN,GJN,Zhijiang Railway Station,Zhijiang,
CN,GKW,Guilin Railway Station,Guilin,
CN,GMQ,Golog Maqin Airport,Golog,
CN,GOQ,Golmud Airport,Golmud,
CN,GXH,Xiahe Gannan Xiahe Airport,Xiahe,
CN,GYS,Guangyuan Panlong Airport,Guangyuan,
CN,GYU,Guyuan Liupanshan Airport,Guyuan,
CN,GZG,Garze Gesar Airport,Ganzi,
CN,HAK,Haikou Meilan Intl Airport,Haikou,
CN,HBM,Macheng North Railway Station,Macheng,
CN,HBP,Hengyang Railway Station,Hengyang,
CN,HBQ,Haibei Airport,Qilian,
CN,HBV,Harbin Harbinxi Railway Stn,Harbin,
CN,HCJ,Hechi Jin Cheng Jiang Airport,Hechi,
CN,HDG,Handan Airport,Handan,
CN,HEK,Heihe Airport,Heihe,
CN,HET,Hohhot Baita Intl Airport,Hohhot,
CN,HEW,Hengdian General Airport,Dongyang,
CN,HFE,Hefei Xinqiao Intl Airport,Hefei,
CN,HGH,Hangzhou Xiaoshan Intl Airport,Hangzhou,
CN,HHS,Zhongshan CZ Bus Station,Zhongshan,
CN,HIA,Huai'an Lianshui Airport,Huai'an,
CN,HJJ,Huaihua Zhijiang Airport,Huaihua,
CN,HLD,Hailar Dongshan Airport,Hailar,
CN,HLH,Ulanhot Airport,Ulanhot,
CN,HMI,Hami Airport,Hami,
CN,HNY,Hengyang Bajialing Airport,Hengyang,
CN,HNZ,Shenzhen CZ Bus Station,Shenzhen,
CN,HPG,Shennongjia Hongping Airport,Shennongjia,
CN,HRB,Harbin Taiping Intl Airport,Harbin,
CN,HSC,Shaoguan Guitou Airport,Shaoguan,
CN,HSD,Huangshi Railway Station,Huangshi,
CN,HSJ,Zhengzhou Shangjie Airport,Zhengzhou,
CN,HSN,Zhoushan Putuoshan Airport,Zhoushan,
CN,HSQ,Huangshi Bus Station,Huangshi,
CN,HTN,Hotan Airport,Hotan,
CN,HTT,Huatugou Airport,Huatugou,
CN,HUO,Huolinguole Huolinhe Airport,Huolinguole,
CN,HUZ,Huizhou Airport,Huizhou,
CN,HXD,Delingha Airport,Delingha,
CN,HXN,Xingtai Railway Station,Xingtai,
CN,HYN,Taizhou Luqiao Airport,Taizhou,
CN,HZC,Huzhou Railway Station,Huzhou,
CN,HZG,Hanzhong Chenggu Airport,Hanzhong,
CN,HZH,Liping Airport,Liping,
CN,INC,Yinchuan Hedong Airport,Yinchuan,
CN,IQM,Qiemo Airport,Qiemo,
CN,IQN,Qingyang Airport,Qingyang,
CN,IUO,Xianning Railway Station,Xianning,
CN,JBD,Jiangmen CZ Bus Station,Jiangmen,
CN,JDZ,Jingdezhen Luojia Airport,Jingdezhen,
CN,JGD,Jiagedaqi Airport,Jiagedaqi,
CN,JGN,Jiayuguan Airport,Jiayuguan,
CN,JGS,Ji'an Jinggangshan Airport,Ji'an,
CN,JHG,Jinghong Xishuangbanna Gasa Int Airport,Jinghong,
CN,JIC,Jinchang Jinchuan Airport,Jinchang,
CN,JIL,Jilin Ertaizi Airport,Jilin,
CN,JIQ,Qianjiang Wulingshan Airport,Qianjiang,
CN,JIU,Jiujiang Lushan Airport,Jiujiang,
CN,JJN,Quanzhou Jinjiang Airport,Quanzhou,
CN,JLL,Jilin Railway Station,Jilin,
CN,JMJ,Lancang Jingmai Airport,Lancang,
CN,JMU,Jiamusi Dongjiao Airport,Jiamusi,
CN,JNG,Jining Qufu Airport,Jining,
CN,JNZ,Jinzhou Jinzhouwan Airport,Jinzhou,
CN,JQJ,Qianjiang Railway Station,Qianjiang,
CN,JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,
CN,JUH,Chizhou Jiuhuashan Airport,Chizhou,
CN,JUZ,Quzhou Airport,Quzhou,
CN,JXA,Jixi Xingkaihu Airport,Jixi,
CN,JXS,Jiaxing Jiaxingnan Railway Stn,Jiaxing,
CN,JYQ,Yingkou Bayuquan Railway Stn,Yingkou,
CN,JZH,Jiuzhaigou Jiuzhai Huanglong Airport,Jiuzhaigou,
CN,KCA,Kuqa Quici Airport,Kuqa,
CN,KFI,Hefei Railway Station,Hefei,
CN,KGT,Kangding Airport,Kangding,
CN,KHG,Kashi Airport,Kashi,
CN,KHN,Nanchang Changbei Intl Airport,Nanchang,
CN,KJH,Huang Ping Kai Li Airport,Huang Ping,
CN,KJI,Burqin Kanas Airport,Burqin,
CN,KLJ,Xiangyang Railway Station,Xiangyang,
CN,KMG,Kunming Changshui Intl Airport,Kunming,
CN,KOW,Ganzhou Huangjin Airport,Ganzhou,
CN,KRL,Korla Airport,Korla,
CN,KRY,Karamay Airport Airport,Karamay,
CN,KVN,Kunshan Kunshannan Railway Stn,Kunshan,
CN,KWE,Guiyang Longdongbao Intl Airport,Guiyang,
CN,KWL,Guilin Liangjiang Intl Airport,Guilin,
CN,KYY,Karamay Bus Station,Karamay,
CN,LCT,Luancheng Airport,Shijiazhuang,
CN,LCX,Longyan Guanzhishan Airport,Longyan,
CN,LDS,Yichun(Heilongjiang) Lindu Airport,Yichun(Heilongjiang),
CN,LFA,Langfang MU Bus Station,Langfang,
CN,LFH,Fenghua Airport,Lanping,
CN,LFQ,Linfen Qiaoli Airport,Linfen,
CN,LHC,Linhai Railway Station,Linhai,
CN,LHK,Laohekou Airport,Laohekou,
CN,LHW,Lanzhou Zhongchuan Airport,Lanzhou,
CN,LIA,Liangping Airport,Liangping,
CN,LJG,Lijiang Sanyi Airport,Lijiang,
CN,LLB,Libo Airport,Libo,
CN,LLF,Yongzhou Lingling Airport,Yongzhou,
CN,LLV,Luliang Airport,Luliang,
CN,LNJ,Lincang Airport,Lincang,
CN,LNL,Longnan Chengzhou Airport,Longnan,
CN,LPF,Liupanshui Yue Zhao Airport,Liupanshui,
CN,LQP,Chenzhou Railway Station,Chenzhou,
CN,LQQ,Liaoyang Railway Station,Liaoyang,
CN,LQS,Lingshui Railway Station,Lingshui,
CN,LUM,Mangshi Dehong Mangshi Airport,Mangshi,
CN,LXA,Lhasa/Lasa Gonggar Airport,Lhasa/Lasa,
CN,LYA,Luoyang Beijiao Airport,Luoyang,
CN,LYG,Lianyungang Baitabu Airport,Lianyungang,
CN,LYI,Linyi Shubuling Airport,Linyi,
CN,LZH,Liuzhou Bailian Airport,Liuzhou,
CN,LZO,Luzhou Lantian Airport,Luzhou,
CN,LZY,Nyingchi/Linzhi Mainling/Milin Airport,Nyingchi/Linzhi,
CN,MDG,Mudanjiang Hailang Airport,Mudanjiang,
CN,MIG,Mianyang Nanjiao Airport,Mianyang,
CN,MXZ,Meixian Airport,Meixian,
CN,NAO,Nanchong Gaoping Airport,Nanchong,
CN,NAY,Beijing Nanyuan Airport,Beijing,
CN,NBS,Baishan Changbaishan Airport,Baishan,
CN,NDG,Qiqihar Sanjiazi Airport,Qiqihar,
CN,NDH,Shunde CZ Bus Station,Shunde,
CN,NFF,Nanhai CZ Bus Station,Nanhai,
CN,NGB,Ningbo Lishe Intl Airport,Ningbo,
CN,NGQ,Shiquanhe Ngari Gunsa/Ali Kunsha Airport,Shiquanhe,
CN,NHG,Nanchang Railway Station,Nanchang,
CN,NJJ,Heihe Melgen Nenjiang Airport,Nenjiang,
CN,NKG,Nanjing Lukou Intl Airport,Nanjing,
CN,NKJ,Nanjing Nanjing Nan Railway Stn,Nanjing,
CN,NLH,Ninglang Luguhu Airport,Ninglang,
CN,NLT,Xinyuan Nalati Airport,Xinyuan,
CN,NNG,Nanning Wuxu Intl Airport,Nanning,
CN,NNY,Nanyang Jiangying Airport,Nanyang,
CN,NSZ,Nansha Ferry Port,Nansha,
CN,NTG,Nantong Xingdong Airport,Nantong,
CN,NZH,Manzhouli Xijiao Airport,Manzhouli,
CN,NZL,Zhalantun Chengjisihan Airport,Zhalantun,
CN,OHE,Mohe Gulian Airport,Mohe,
CN,OSQ,Siping Railway Station,Siping,
CN,PEK,Beijing Capital Intl Airport,Beijing,
CN,PKX,Beijing Daxing International Airport,Beijing,
CN,PNJ,Penglai Shahekou Airport,Penglai,
CN,PVG,Shanghai Pudong Intl Airport,Shanghai,
CN,PXG,Pingxiang Railway Station,Pingxiang,
CN,PZI,Panzhihua Bao' angong Airport,Panzhihua,
CN,QHX,Qionghai Railway Station,Qionghai,
CN,QSJ,Shijiazhuang Railway Station,Shijiazhuang,
CN,QSZ,Shache Airport,Shache,
CN,RHT,Alxa Right Banner Airport,Alxa Right Banner,
CN,RIZ,Rizhao Shanzihe Airport,Rizhao,
CN,RKZ,Xigaze/Rikaze Peace Airport,Xigaze/Rikaze,
CN,RLK,Bayannur Tianjitai Airport,Bayannur,
CN,RLZ,Liuzhou Railway Station,Liuzhou,
CN,RNX,Shaoxing Railway Station,Shaoxing,
CN,RQA,Ruoqiang Loulan Airport,Ruoqiang,
CN,RUG,Rugao Airport,Rugao,
CN,SHA,Shanghai Hongqiao Intl Airport,Shanghai,
CN,SHE,Shenyang Taoxian Intl Airport,Shenyang,
CN,SHF,Shihezi Huayuan Airport,Shihezi,
CN,SHS,Jingzhou Shashi Airport,Jingzhou,
CN,SIA,Xi'an Xiguan Airport,Xi'an,
CN,SJW,Shijiazhuang Zhengding Intl Airport,Shijiazhuang,
CN,SQD,Shangrao Sanqingshan Airport,Shangrao,
CN,SQJ,Sanming Shaxian Airport,Sanming,
CN,SWA,Shantou Jieyang Chaoshan Airport,Shantou,
CN,SXJ,Shanshan Airport,Shanshan,
CN,SYG,Shaoyang Railway Station,Shaoyang,
CN,SYM,Simao Airport,Simao,
CN,SYX,Sanya Phoenix Intl Airport,Sanya,
CN,SZV,Suzhou Guangfu Airport,Suzhou,
CN,SZX,Shenzhen Bao'an Intl Airport,Shenzhen,
CN,TAO,Qingdao Liuting Intl Airport,Qingdao,
CN,TCG,Tacheng Airport,Tacheng,
CN,TCZ,Tengchong Tuofeng Airport,Tengchong,
CN,TEN,Tongren Fenhuang Airport,Tongren,
CN,TFU,Chengdu Tianfu International Airport,Chengdu,
CN,TGO,Tongliao Airport,Tongliao,
CN,TGX,Tongcheng Railway Station,Tongcheng,
CN,THJ,Taishan Bus Station,Taishan,
CN,THQ,Tianshui Maijishan Airport,Tianshui,
CN,TJJ,Tianjin Bus Station,Tianjin,
CN,TLQ,Turpan Jiaohe Airport,Turpan,
CN,TMV,Tianmen South Railway Station,Tianmen,
CN,TNA,Jinan Yaoqiang Intl Airport,Jinan,
CN,TNH,Tonghua Sanyuanpu Airport,Tonghua,
CN,TSN,Tianjin Binhai Intl Airport,Tianjin,
CN,TTV,Tieling Railway Station,Tieling,
CN,TTZ,Zhengzhou Railway Station,Zhengzhou,
CN,TVS,Tangshan Sannuhe Airport,Tangshan,
CN,TVX,Tongxiang Railway Station,Tongxiang,
CN,TWC,Tumxuk Tangwangcheng Airport,Tumushuke,
CN,TXN,Huangshan Tunxi Intl Airport,Huangshan,
CN,TYN,Taiyuan Wusu Intl Airport,Taiyuan,
CN,UCB,Ulanqab Airport,Ulanqab,
CN,URC,Urumqi Diwopu Intl Airport,Urumqi,
CN,UYN,Yulin Yuyang Airport,Yulin,
CN,VBL,Anshan Anshanxi Railway Stn,Anshan,
CN,VWA,Shenyang Shenyangbei Railway Stn,Shenyang,
CN,VWB,Changchun Railway Station,Changchun,
CN,WDS,Shiyan Wudangshan Airport,Shiyan,
CN,WEC,Wenchang Railway Station,Wenchang,
CN,WEF,Weifang Airport,Weifang,
CN,WEH,Weihai Dashuibo Airport,Weihai,
CN,WGN,Shaoyang Wugang Airport,Shaoyang,
CN,WHU,Wuhu Airport,Wuhu,
CN,WHZ,Wuhan Railway Station,Wuhan,
CN,WLI,Wenling Railway Station,Wenling,
CN,WMT,Zunyi Maotai Airport,Zunyi,
CN,WNH,Wenshan Puzhehei Airport,Wenshan,
CN,WNZ,Wenzhou Yongqiang Intl Airport,Wenzhou,
CN,WSK,Chongqing Wushan Airport,Wushan,
CN,WUA,Wuhai Airport,Wuhai,
CN,WUH,Wuhan Tianhe Intl Airport,Wuhan,
CN,WUS,Wuyishan Airport,Wuyishan,
CN,WUT,Xinzhou Xinzhou Wutaishan Airport,Xinzhou,
CN,WUX,Wuxi Sunan Shuofang Airport,Wuxi,
CN,WUZ,Wuzhou Changzhoudao Airport,Wuzhou,
CN,WXJ,Wanning Railway Station,Wanning,
CN,WXN,Wanzhou Wuqiao Airport,Wanzhou,
CN,WZE,Yichang Railway Station,Yichang,
CN,WZQ,Urad Middle Banner Airport,Urad Middle Banner,
CN,XAI,Xinyang Minggang Airport,Xinyang,
CN,XEN,Xingcheng Airport,Xingcheng,
CN,XFN,Xiangyang Liuji Airport,Xiangyang,
CN,XHO,Dongguan City Bus Station,Dongguan,
CN,XIC,Xichang Qingshan Airport,Xichang,
CN,XIL,Xilinhot Airport,Xilinhot,
CN,XIN,Xingning Airport,Xingning,
CN,XIY,Xi'an Xianyang Intl Airport,Xi'an,
CN,XJW,Xiaogan North Railway Station,Xiaogan,
CN,XMN,Xiamen Gaoqi Intl Airport,Xiamen,
CN,XNN,Xining Caojiabao Airport,Xining,
CN,XNT,Xingtai Dalian Airport,Xingtai,
CN,XRQ,Xinbarag Youqi Baogede Airport,Hulunbuir,
CN,XTA,Tianjin Econ/Tech Dev. Area Off-line Pt,Tianjin,
CN,XTF,Tianjin Port Free Trade Zone Off-line Pt,Tianjin,
CN,XTQ,Xiantao West Railway Station,Xiantao,
CN,XTX,Chengdu Port Free Trade Zone,Chengdu,
CN,XUK,Xuzhou Xuzhou Dong Railway Stn,Xuzhou,
CN,XUZ,Xuzhou Guanyin Airport,Xuzhou,
CN,XYW,Xinyang East Railway Station,Xinyang,
CN,XZG,Ningbo Free Trade Zone Off-line Point,Ningbo,
CN,XZH,Hangzhou Econ.&Tech.Dev.Area Off-line Pt,Hangzhou,
CN,YBP,Yibin Caiba Airport,Yibin,
CN,YCU,Yuncheng Guangong Airport,Yuncheng,
CN,YDD,Yingkou Yingkoudong Railway Stn,Yingkou,
CN,YEH,Yinchuan Airport,Yueyahu,
CN,YIC,Yichun (Jiangxi) Mingyueshan Airport,Yichun (Jiangxi),
CN,YIE,Aershan Yiershi Airport,Aershan,
